id,name,latitude,longitude,neighborhood,room_type,price,availability_365,number_of_reviews,reviews_per_month,review_scores_rating
2384,Hyde Park - Walk to University of Chicago,41.7879,-87.5878,Hyde Park,Private room,119.0,348,257,1.97,4.99
7126,Tiny Studio Apartment 94 Walk Score,41.90166,-87.68021,West Town,Entire home/apt,89.0,302,595,3.01,4.73
10945,The Biddle House (#1),41.91196,-87.63981,Lincoln Park,Entire home/apt,203.0,325,129,0.93,4.74
12140,Lincoln Park Guest House,41.92357,-87.64947,Lincoln Park,Private room,339.0,156,19,0.15,4.95
28749,Quirky Bucktown Loft w/ Parking No Parties,41.9202265,-87.6796132,Logan Square,Entire home/apt,258.0,74,265,1.47,4.83
71930,"Rest, Relax and Explore",41.89615,-87.67934,West Town,Private room,80.0,343,141,0.81,4.89
94450,Comfy Garden Suite in Andersonville,41.9796,-87.66512,Edgewater,Entire home/apt,117.0,335,39,1.01,4.95
145659,Trendy Roscoe Village 3BR/2BR walk to shops,41.94342,-87.68121,North Center,Entire home/apt,185.0,365,77,0.64,4.78
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,41.91289,-87.63864,Lincoln Park,Entire home/apt,270.0,331,87,0.69,4.78
189821,"Best in Chicago, private, amazing garden space",41.92918,-87.70219,Logan Square,Entire home/apt,220.0,326,712,4.17,4.95
207218,Historic Pullman Artist Flat - Monthly Rental,41.68843,-87.60712,Pullman,Entire home/apt,125.0,283,321,1.88,4.9
207351,Pullman Art Studio - One Person - Monthly Rental,41.68954,-87.60786,Pullman,Entire home/apt,50.0,178,49,0.29,4.92
220333,Pullman School House Apartment - monthly rental,41.68912,-87.60725,Pullman,Entire home/apt,125.0,233,8,0.05,4.88
225314,Cozy & comfy with AC close to California Blue Line,41.92589,-87.69737,Logan Square,Private room,87.0,46,32,0.2,4.94
233933,Lovely Bedroom 3 in a New Renovated Apartment,41.95758,-87.7271,Irving Park,Private room,58.0,59,220,1.3,4.83
250354,Close to Michigan Ave and parks,41.85923,-87.62198,Near South Side,Entire home/apt,170.0,359,35,0.21,4.84
264547,Steps From the Best Chicago Offers,41.88413,-87.64315,Near West Side,Entire home/apt,228.0,176,63,0.39,4.84
345075,"Spacious, Vintage Hyde Park Apt.3",41.80774,-87.59459,Kenwood,Private room,116.0,343,304,1.85,4.97
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,41.94107,-87.65492,Lake View,Entire home/apt,193.0,277,823,4.99,4.88
372929,Lux Urban 3BR/3BA Duplex + Parking!,41.89629,-87.65704,West Town,Entire home/apt,249.0,340,326,2.08,4.85
404792,Eclectic West Town 2BR w/ Vintage Charm,41.88947,-87.66933,West Town,Entire home/apt,126.0,81,227,1.41,4.51
464581,"Large, Private Logan Square Studio",41.92518,-87.69549,Logan Square,Entire home/apt,106.0,327,649,4.07,4.81
507517,Private Lincoln Square Garden Apt,41.96678,-87.6973,Lincoln Square,Entire home/apt,91.0,266,455,2.83,4.92
542067,Logan Square Modern Vintage Garden,41.93142,-87.69989,Logan Square,Entire home/apt,168.0,274,319,1.98,4.88
584590,"Spacious Bedroom, steps to El train",41.96528,-87.6831,Lincoln Square,Private room,55.0,59,57,0.36,4.57
634310,The Stained Glass Apt. Edgewater #1,41.99688,-87.66449,Edgewater,Private room,64.0,288,158,0.99,4.92
640841,Luxury Lakeview Retreat & Rooftop- Walk to Wrigley,41.94256,-87.67171,Lake View,Entire home/apt,264.0,95,112,1.26,4.98
651742,Edgebrook Lg bdr by golf course,41.99178,-87.75747,Forest Glen,Private room,69.0,354,130,0.85,4.94
662034,Edgebrook bdr by golf course,41.99405,-87.75746,Forest Glen,Private room,60.0,356,111,0.76,4.94
681842,Bedrm/Bath - Swanky Northside Condo,41.99373,-87.68279,West Ridge,Private room,53.0,327,33,0.22,4.91
697634,"2 BD Condo by downtown,park,lake",41.90437,-87.6335,Near North Side,Entire home/apt,109.0,206,162,1.09,4.87
726376,"Spacious Studio, Amazing Location!",41.93903,-87.65196,Lake View,Entire home/apt,130.0,86,905,5.75,4.69
729566,Modern 1 Bdrm Condo w Office in High Rise-6mth min,41.86442,-87.62561,Near South Side,Entire home/apt,79.0,92,5,0.03,5.0
732569,Entire 2BR Apt w/ Parking & 3 Beds,41.8559,-87.65336,Lower West Side,Entire home/apt,192.0,47,161,1.02,4.43
739495,Lovely 2 bedroom in Lincoln Square,41.9765,-87.68144,Lincoln Square,Entire home/apt,273.0,243,218,1.47,4.87
755701,3 Bedroom Victorian Beauty at Logan Square,41.93115,-87.71836,Logan Square,Entire home/apt,125.0,242,33,0.22,4.81
863120,Cozy Private Room in a unique Chicago Penthouse,41.92218,-87.66079,Lincoln Park,Private room,73.0,27,174,1.17,4.94
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,41.89602,-87.65659,West Town,Entire home/apt,262.0,328,498,3.32,4.93
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",41.86801,-87.67877,Near West Side,Entire home/apt,120.0,57,41,0.27,4.75
979841,"Huge Victorian near Loyola, Lake #1",42.00588,-87.66853,Rogers Park,Private room,81.0,319,374,2.47,4.98
979926,"Huge Victorian near Loyola, Lake #2",42.00477,-87.66842,Rogers Park,Private room,73.0,306,410,2.72,4.98
979942,"Huge Victorian near Loyola, Lake #3",42.00378,-87.66807,Rogers Park,Private room,73.0,320,367,2.42,4.94
983640,Huge Victorian near Loyola 2bd Apt,42.00456,-87.67058,Rogers Park,Entire home/apt,179.0,322,318,2.12,4.95
1020810,Beautiful Condo in Chicago,41.89395,-87.62593,Near North Side,Entire home/apt,115.0,272,43,0.28,4.67
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,41.85395,-87.62468,Near South Side,Entire home/apt,120.0,140,17,0.11,5.0
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,41.87033,-87.6826,Near West Side,Entire home/apt,166.0,197,388,2.59,4.87
1195259,Wicker Park - Garden At The Heart of It All,41.90914,-87.67859,West Town,Entire home/apt,118.0,339,225,1.5,4.9
1304049,Private room near UIC Medical Dist.,41.86967,-87.68284,Near West Side,Private room,45.0,274,126,0.86,4.66
1356190,Logan Square Vintage Deluxe Private Suite & Bath,41.91984,-87.68962,Logan Square,Private room,107.0,228,510,3.49,4.97
1392594,"Bright open house, garden & deck",41.96909,-87.67407,Uptown,Entire home/apt,200.0,187,36,0.24,4.63
1461451,02b. Twin bed in Coed Space,42.01653,-87.68788,West Ridge,Shared room,22.0,256,214,1.45,4.64
1502674,The Biddle House (#2),41.91175,-87.63834,Lincoln Park,Entire home/apt,209.0,319,161,1.1,4.84
1502700,The Biddle House,41.91184,-87.63963,Lincoln Park,Entire home/apt,438.0,58,16,0.12,4.4
1554433,Charming Home in Chicago,41.71554,-87.67197,Beverly,Private room,45.0,306,199,1.36,4.85
1573401,Spacious & serene in hip spot. Sleeps 4.,41.85592,-87.66249,Lower West Side,Private room,55.0,66,464,4.96,4.91
1584422,Magic Factory Loft 2West,41.90532,-87.64761,Near North Side,Entire home/apt,480.0,345,59,0.4,4.95
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,42.01177,-87.67758,Rogers Park,Entire home/apt,156.0,350,217,1.48,4.83
1614802,"Contemporary, private suite w fireplace",41.93455,-87.66141,Lake View,Entire home/apt,75.0,277,420,3.02,4.91
1663673,iKlektik House Chicago / Cardinal,41.89322,-87.68572,West Town,Entire home/apt,129.0,327,461,3.24,4.91
1759266,Lakeview / Lincoln Park Vintage,41.93396,-87.65897,Lake View,Entire home/apt,147.0,257,100,0.73,4.85
1769731,1 Bedroom Across from Wrigley Field MVP Suite,41.94747,-87.65417,Lake View,Entire home/apt,322.0,93,39,0.76,4.77
1810118,LARGE 1BR/Private Full Bath near U of Chicago,41.77738,-87.60041,Woodlawn,Private room,70.0,132,381,2.7,4.89
1837153,Musician's Quarters,41.79989,-87.59432,Hyde Park,Entire home/apt,63.0,284,60,0.42,4.48
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,41.93264,-87.64311,Lincoln Park,Entire home/apt,436.0,365,155,1.09,4.58
1869568,"Homey, cozy and comfortable!",41.85638259958464,-87.71415361,North Lawndale,Private room,44.0,357,10,0.5,5.0
1921670,The Avondale Garden Unit,41.94663,-87.70783,Irving Park,Entire home/apt,115.0,342,364,2.82,4.87
1939467,"Rm 1, Quiet&Cozy in Old Irving - NonSmokers, only",41.95998186072804,-87.73006782,Irving Park,Private room,60.0,90,5,0.19,5.0
2011301,Bucktown - Great Northside Location,41.92118,-87.68678,Logan Square,Private room,59.0,239,318,2.22,4.67
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,41.89821,-87.6572,West Town,Entire home/apt,223.0,357,236,1.65,4.79
2103986,Mid-Century Townhouse in Lakeview,41.93338,-87.63913,Lake View,Private room,75.0,92,180,1.3,4.84
2298310,"Hyde Park / Kenwood, UChicago. Free bike.",41.80239,-87.60244,Kenwood,Private room,76.0,295,68,0.49,4.9
2479175,Cozy Garden-Subterranean Apartment,41.96316,-87.69208,Lincoln Square,Entire home/apt,75.0,139,306,2.2,4.79
2499596,Vintage Apartment in the Heart of the Ukrainian Village,41.90006,-87.68096,West Town,Entire home/apt,126.0,224,199,1.42,4.78
2564678,Even Cowgirls Get The Blues Rm.,41.85295,-87.70686,South Lawndale,Private room,45.0,123,6,0.05,3.67
2844042,iKlektik House Chicago / BlueJay,41.89288,-87.68458,West Town,Entire home/apt,146.0,335,212,1.53,4.9
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,41.90026,-87.66871,West Town,Entire home/apt,194.0,321,298,2.73,4.9
2907500,The Red Room,41.78225,-87.72806,West Lawn,Private room,38.0,326,402,2.97,4.85
3031898,Art Collector's Pied-a'-terre,41.77206,-87.56982,South Shore,Entire home/apt,85.0,365,246,1.78,4.84
3053081,Relaxed Bucktown/Wicker Park 1B Apt,41.91571,-87.67449,Logan Square,Entire home/apt,106.0,240,556,4.03,4.82
3068787,Lincoln Square Modern 2 Bed 2 Bath,41.96136,-87.6784,North Center,Entire home/apt,149.0,282,219,1.79,4.94
3083343,Remodeled Splendid Flat in Bucktown/Wicker Park,41.91533279418945,-87.67047882,Logan Square,Entire home/apt,177.0,41,161,1.21,4.76
3088192,2nd floor of 1908 brick two-flat in Logan Square,41.93105,-87.71177,Logan Square,Entire home/apt,168.0,116,541,3.95,4.96
3267902,Ravenswood Guest House Annex,41.98908,-87.66697,Edgewater,Entire home/apt,80.0,310,452,3.29,4.93
3292054,The Roscoe House near Wrigley Field,41.94278,-87.65621,Lake View,Entire home/apt,314.0,342,354,2.6,4.95
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",41.88711,-87.6438,Near West Side,Entire home/apt,357.0,161,148,1.35,4.89
3329088,East Garfield Park 2 Bedroom,41.88367,-87.70864,East Garfield Park,Entire home/apt,140.0,348,174,1.27,4.91
3376665,Private room and private bath in luxury condo,41.90973,-87.69655,West Town,Private room,87.0,275,75,0.59,4.84
3434136,Beautiful West Lakeview location,41.94159,-87.65099,Lake View,Private room,75.0,344,176,1.29,4.88
3517984,Private room w/bath in urban canopy,41.79963,-87.59186,Hyde Park,Private room,113.0,55,514,3.8,4.96
3570616,1 Bedroom Victorian Beauty at Logan Square!,41.93047,-87.7196,Logan Square,Entire home/apt,98.0,142,160,1.18,4.75
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",41.99103,-87.66166,Edgewater,Private room,49.0,64,49,0.36,4.78
3638744,Chicago Suite 1BR/1BA (3709-G2),41.95965,-87.72016,Irving Park,Entire home/apt,92.0,341,50,0.37,4.74
3639045,Modern suite in Victorian Garden setting.,41.99595,-87.67545,West Ridge,Entire home/apt,59.0,229,6,0.07,4.5
3742513,03a. Queen sized in coed room,42.0168,-87.68771,West Ridge,Shared room,23.0,341,180,1.33,4.8
3783533,"""Home Away from Home"" - Free Street Parking!",41.898048,-87.702972,Humboldt Park,Entire home/apt,127.0,229,366,2.73,4.87
3792844,Luxury One Bedroom One-Private bathroom on beach,41.877,-87.63055,Loop,Private room,55.0,276,15,0.29,4.87
3809530,Best location in Chicago! Superhost,41.90173,-87.67359,West Town,Entire home/apt,258.0,365,103,0.76,4.98
3811926,The Blue Room,41.78392,-87.72921,West Lawn,Private room,38.0,320,551,4.07,4.83
3897045,Chic and modern - Best location in Chicago,41.89637,-87.62726,Near North Side,Entire home/apt,121.0,23,38,0.28,4.61
3924599,Unique and Chic 1,41.8198,-87.61423,Grand Boulevard,Private room,131.0,265,8,0.06,4.88
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,41.88503,-87.68664,Near West Side,Entire home/apt,149.0,339,155,1.15,4.81
3970529,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",41.91939,-87.6777,Logan Square,Entire home/apt,235.0,49,107,0.8,4.95
3979320,2 Room Apartment in Vintage Bldg,41.95652,-87.64982,Uptown,Entire home/apt,101.0,282,61,3.77,4.95
3979385,Private 3rd Floor Apartment,41.95669,-87.64847,Uptown,Entire home/apt,132.0,313,388,2.88,4.91
4083903,"Beautiful, Spacious Historic Greystone Unit.",41.80392,-87.6108,Grand Boulevard,Entire home/apt,150.0,89,3,0.04,5.0
4096995,Spacious Private Room w/ king bed,41.96264,-87.67296,Uptown,Private room,54.0,66,38,0.29,4.61
4105283,Short-Term Sublet Near Lake Michigan,41.99701,-87.66099,Edgewater,Entire home/apt,42.0,90,212,1.59,4.96
4150121,Stunning Chicago Loft Near Wrigley Field,41.94987,-87.64611,Lake View,Entire home/apt,120.0,221,521,3.91,4.73
4156913,Near Lake Michigan & Wrigley Field,41.96705,-87.65772,Uptown,Entire home/apt,223.0,134,302,2.4,4.98
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,41.94124,-87.64941,Lake View,Private room,115.0,9,422,3.22,4.97
4243905,Historic house in hip Logan Square,41.9254,-87.69753,Logan Square,Entire home/apt,250.0,365,53,0.43,4.94
4257285,The Stained Glass Apt. Edgewater #2,41.99632,-87.66385,Edgewater,Private room,60.0,179,112,0.84,4.97
4264117,Cozy Chicago Stay in Heart of Lincoln Square,41.96745,-87.68424,Lincoln Square,Entire home/apt,62.0,108,25,0.22,4.76
4278818,Unique and Chic 2,41.81873,-87.61387,Grand Boulevard,Entire home/apt,128.0,265,23,0.18,4.7
4335812,Garden Suite,41.81793,-87.61291,Grand Boulevard,Private room,115.0,264,13,0.1,4.85
4365466,01a. Full bed in Shared Space - Female Guests Only,42.01653,-87.68788,West Ridge,Shared room,22.0,260,124,0.93,4.75
4370895,Sun-drenched Vintage Flat with a Lake view,41.90487,-87.62747,Near North Side,Entire home/apt,272.0,160,96,0.73,4.6
4394093,Private bed/bath in beautiful home,41.95518,-87.66999,Lake View,Private room,85.0,268,36,0.28,5.0
4417718,"Cozy, Bright Basement Guest Suite",41.96114,-87.70514,Irving Park,Private room,79.0,19,29,0.22,4.9
4457161,"Comfy 3BD/1BA, garage spot included",41.95931,-87.67795,North Center,Entire home/apt,200.0,265,106,0.8,4.98
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),41.96574,-87.65747,Uptown,Private room,91.0,161,160,1.53,4.94
4632510,Spacious two bedroom with patio!,41.90376,-87.69556,West Town,Entire home/apt,79.0,149,167,1.28,4.77
4662201,"Great location, large space",41.900188,-87.661751,West Town,Private room,100.0,365,28,0.21,4.86
4730797,Home in Vibrant Logan Square,41.92125,-87.70158,Logan Square,Private room,60.0,252,144,1.13,4.83
4731523,A Cozy Room for Two in Vibrant Logan Square,41.92286,-87.70154,Logan Square,Private room,58.0,254,103,0.79,4.87
4803582,Coach house Wicker Park- Bucktown,41.90596,-87.67569,West Town,Entire home/apt,137.0,351,157,1.22,4.76
4852830,Private bedroom in Lincoln Park,41.91233,-87.65146,Lincoln Park,Private room,108.0,350,343,2.67,4.92
4872152,"Simple room, close to trains!",41.90637,-87.68954,West Town,Private room,75.0,72,279,2.16,4.74
4923963,Charming Brownstone Garden Level,41.80944,-87.61664,Grand Boulevard,Entire home/apt,101.0,303,29,0.24,4.38
5074013,Unwind in Style Steps from the Magnificent Mile,41.89295,-87.62217,Near North Side,Entire home/apt,220.0,157,411,3.23,4.98
5102125,Private BR in Condo close to Chicago Dwtwn!,41.89492,-87.65926,West Town,Private room,75.0,149,325,2.86,4.89
5117490,The Entire Floor of a Comfortable & Modern Duplex,41.89998,-87.69244,West Town,Private room,123.0,62,199,1.54,4.92
5195252,Room with large private balcony,41.90451,-87.67943,West Town,Private room,48.0,1,177,1.43,4.89
5205377,Private room+bath in Wicker Park,41.90434,-87.67967,West Town,Private room,68.0,113,289,2.25,4.91
5210927,iKlektik House Chicago / Robin,41.89329,-87.68574,West Town,Entire home/apt,112.0,323,544,4.28,4.9
5219364,Modern Glamour in West Town,41.89446,-87.67382,West Town,Entire home/apt,157.0,129,0,,
5231461,Modern/Spacious 2BR/2BA West Town,41.90168,-87.693,West Town,Entire home/apt,180.0,324,277,2.18,4.93
5297152,Fresh and Sunny Bed & Bath by UofC,41.79755783081055,-87.59791565,Hyde Park,Private room,78.0,166,246,1.92,4.91
5359984,"Condo with private terrace, free WIFI and parking",41.89558,-87.66585,West Town,Entire home/apt,289.0,123,139,1.09,4.86
5406217,Urban Luxury 1BR/2BA Logan Square Condo w/Garage,41.92621,-87.70888,Logan Square,Entire home/apt,155.0,341,290,2.28,4.98
5496659,Small Beige Room SouthShore Airbnb Single twin bed,41.76477,-87.57182,South Shore,Private room,28.0,360,110,0.86,4.44
5537682,The Rectory,41.92032,-87.66128,Lincoln Park,Entire home/apt,226.0,278,306,2.45,4.88
5576191,Yellow Room - South Shore Bungalow,41.76257,-87.57225,South Shore,Private room,36.0,348,53,0.44,4.77
5645139,Vintage Uptown Loft with Queen Bed & Private Bath,41.97188,-87.65779,Uptown,Private room,140.0,336,248,1.97,4.96
5785758,Medical Student Housing C,41.85253,-87.69803,South Lawndale,Private room,46.0,82,33,0.27,4.91
5804791,Medical School Housing A,41.8544,-87.69845,South Lawndale,Private room,55.0,85,31,0.26,4.84
5805991,Medical Student Housing B,41.85436,-87.69681,South Lawndale,Private room,57.0,34,27,0.24,4.89
5807478,"Sunny 2 Bedroom Apartment, Easy Access to Marathon",41.85276,-87.69828,South Lawndale,Entire home/apt,104.0,62,25,0.22,4.96
5847065,Goose & Fox Hostel Lincoln Park,41.91775,-87.65508,Lincoln Park,Private room,110.0,83,265,2.09,4.57
5850897,"McCormick Place, Downtown Chicago, Museums, & more",41.81436,-87.61289,Grand Boulevard,Private room,133.0,357,38,0.3,4.97
5851115,Great Place Garfield Park 3 Bedroom,41.87669,-87.72146,West Garfield Park,Entire home/apt,62.0,331,503,3.95,4.85
5874798,SuperHost with Private bedroom/bath/entry Lakeview,41.93955,-87.65904,Lake View,Private room,120.0,328,369,2.9,4.91
5881188,Spacious 2BR: Downtown/Med District/United Center,41.86847645799477,-87.68440927,Near West Side,Entire home/apt,163.0,77,0,,
5996942,"Spacious suite near CTA/orange line, McKinley Park",41.82983,-87.67544,Mckinley Park,Entire home/apt,49.0,347,209,1.84,4.6
6039038,05b. Queen futon in Common Room,42.01653,-87.68788,West Ridge,Shared room,20.0,82,198,1.57,4.73
6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,41.9464582,-87.6871763,North Center,Entire home/apt,205.0,358,65,0.52,4.91
6057908,Lakeview Charmer -with parking!,41.93886,-87.65391,Lake View,Entire home/apt,136.0,331,467,3.72,4.83
6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",41.94815,-87.68459,North Center,Private room,76.0,223,631,4.99,4.96
6086065,Cozy 2 Bedroom Garden Apartment,41.92428,-87.69222,Logan Square,Entire home/apt,80.0,226,86,0.7,4.97
6103492,Entire 2 bdrm english garden apt*block 2trains&I94,41.95993,-87.74773,Portage Park,Entire home/apt,79.0,363,20,0.16,4.65
6133986,Cool loft in Fulton Market District / West Loop,41.88796,-87.6445,Near West Side,Entire home/apt,279.0,89,45,0.36,4.67
6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,41.94078,-87.68115,North Center,Entire home/apt,208.0,365,40,0.35,4.73
6363328,Cozy studio in amazing location,41.96857,-87.69577,Lincoln Square,Entire home/apt,108.0,265,259,2.1,4.82
6365974,Cute cozy cottage 20 min 2 downtown,41.65064,-87.54074,Hegewisch,Entire home/apt,70.0,120,47,0.37,4.81
6374350,Spacious garden level suite,41.94812,-87.68333,North Center,Private room,80.0,249,259,2.09,4.96
6374890,Bright 1bd in Ukrainian / Humboldt,41.89972,-87.69722,West Town,Entire home/apt,153.0,181,72,0.58,4.81
6378085,"Irving Park comfort, Chicago’s North Side",41.95185,-87.70459,Irving Park,Entire home/apt,137.0,258,125,1.74,4.72
6386641,Apartment in Arty Historic West Town Home,41.89225,-87.67496,West Town,Entire home/apt,132.0,197,71,2.61,4.89
6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,41.8948,-87.65661,West Town,Entire home/apt,240.0,322,403,3.21,4.91
6447131,River North's Finest - Monthly,41.8972,-87.63442,Near North Side,Entire home/apt,159.0,319,198,1.58,4.82
6472628,Pilsen Custom Home,41.84998,-87.67714,Lower West Side,Private room,68.0,365,50,0.4,4.8
6480445,Tree top 2nd floor 3 bedrm Apt,41.93395,-87.71078,Avondale,Entire home/apt,152.0,313,349,3.08,4.91
6504170,West Town Traveler's Lodge,41.89867,-87.67012,West Town,Entire home/apt,145.0,15,660,5.25,4.86
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,41.91268,-87.63895,Lincoln Park,Entire home/apt,190.0,331,88,0.72,4.61
6528643,2bd/2b close to EL-shopping-dining-cafes,41.94342,-87.68121,North Center,Entire home/apt,185.0,365,68,0.58,4.82
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,41.91285,-87.63864,Lincoln Park,Entire home/apt,199.0,365,85,0.74,4.79
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,41.91285,-87.63864,Lincoln Park,Entire home/apt,250.0,313,81,0.71,4.83
6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),41.94078,-87.68115,North Center,Entire home/apt,200.0,365,52,0.46,4.71
6553226,Tea Studio in Wicker Park Spring Factory,41.90223,-87.67265,West Town,Entire home/apt,271.0,190,270,2.17,4.96
6576714,Private BR;Parking by UofC/HydePark,41.77555,-87.59546,Woodlawn,Private room,61.0,337,162,1.3,4.93
6588681,Logan Square Studio,41.9305,-87.70307,Logan Square,Entire home/apt,76.0,321,551,4.39,4.87
6612044,Private suite in Lincoln Square,41.97104,-87.69654,Lincoln Square,Entire home/apt,96.0,321,442,3.52,4.97
6634916,Rooms in Vintage-Style Lincoln Square Condominium,41.97186,-87.69521,Lincoln Square,Private room,98.0,222,223,1.83,4.98
6654182,"1 BD Condo by downtown,park,lake",41.90409,-87.63316,Near North Side,Entire home/apt,97.0,354,78,0.63,4.96
6686012,2BR Bursting w/ Character in Hip Logan Square!,41.92445304589874,-87.70270599,Logan Square,Entire home/apt,155.0,329,568,4.57,4.92
6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,41.94099,-87.68047,North Center,Entire home/apt,193.0,365,37,0.32,4.7
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",41.94072,-87.68115,North Center,Entire home/apt,198.0,360,56,0.46,4.66
6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,41.94072,-87.68115,North Center,Entire home/apt,212.0,360,60,0.5,4.67
6736478,King Ahasuerus Suite,41.81754,-87.61305,Grand Boulevard,Private room,158.0,265,4,0.03,4.75
6750168,Hip Homebase 420 ok - 2br apt,41.91306,-87.66797,West Town,Entire home/apt,100.0,354,239,1.92,4.7
6757098,Charming Neighborhood 2br Apt!,41.8933,-87.67641,West Town,Entire home/apt,180.0,365,235,1.89,4.7
6768827,Space of Grace,41.81844,-87.61503,Grand Boulevard,Private room,114.0,265,15,0.12,4.8
6780171,Roscoe Village 2BD/1BA Fireplace E1,41.9435,-87.67674,North Center,Entire home/apt,170.0,365,56,0.47,4.86
6782452,Updated full floor urban retreat private suite,41.97654,-87.66111,Edgewater,Private room,95.0,153,497,5.21,4.98
6790448,Small bedroom in Logan Square!,41.92902,-87.72025,Logan Square,Private room,55.0,8,33,0.26,4.82
6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,41.9435,-87.67674,North Center,Entire home/apt,226.0,365,65,0.54,4.75
6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,41.93723,-87.6828,North Center,Entire home/apt,158.0,365,49,0.43,4.8
6853914,4 BD/2 BA Apartment (hp2),41.93723,-87.6828,North Center,Entire home/apt,226.0,364,58,0.49,4.62
6854069,Lincoln Park 1BD/1BA Apt (1f),41.92751,-87.65011,Lincoln Park,Entire home/apt,174.0,365,84,0.72,4.75
6863046,Lincoln Park 2BD/1BA Fireplace #1r,41.92751,-87.65011,Lincoln Park,Entire home/apt,190.0,313,64,0.52,4.73
6863178,Lincoln Park 4BD/2BA Fireplace (2),41.92751,-87.65011,Lincoln Park,Entire home/apt,305.0,365,103,0.89,4.65
6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,41.901756,-87.671387,West Town,Entire home/apt,151.0,183,280,2.28,4.97
6945901,Sunny and Funky 2-bedroom in Logan Square,41.91785,-87.71819,Logan Square,Entire home/apt,98.0,54,79,0.91,4.86
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",41.88302,-87.7096,East Garfield Park,Private room,53.0,300,623,5.24,4.73
6967492,Logan Square -Green Room,41.93465,-87.73009,Avondale,Private room,35.0,274,12,0.1,5.0
6990105,Great location. Free parking.,41.90089,-87.66546,West Town,Entire home/apt,88.0,21,834,8.36,4.97
6993421,Spacious Old Town Condo 2 BD/1 BA,41.90358,-87.63414,Near North Side,Entire home/apt,135.0,144,122,0.98,4.67
6994290,Loft like space in Logan Square,41.9182,-87.69768,Logan Square,Entire home/apt,329.0,336,76,0.63,4.99
7025225,Trendy Space Close to WickerPark@Ukrainian Village,41.89834,-87.69155,West Town,Private room,113.0,56,286,2.37,4.85
7176158,Logan Square Apartment!,41.9236,-87.69717,Logan Square,Entire home/apt,90.0,316,356,3.19,4.9
7274926,Urban Oasis in the heart of Logan Square,41.92682721,-87.7084926,Logan Square,Private room,66.0,206,80,2.47,4.93
7360731,Spacious 2 bedroom with hot tub,41.98803976766943,-87.70293608,West Ridge,Private room,129.0,147,25,0.77,4.96
7370245,The Avondale Attic Unit,41.94664,-87.70783,Irving Park,Entire home/apt,76.0,338,94,0.86,4.87
7389646,Private Queen Bedroom and En Suite Bath,41.95675,-87.66715,Lake View,Private room,110.0,253,251,2.07,4.86
7421326,Art filled apartment in Logan,41.93066,-87.69724,Logan Square,Entire home/apt,165.0,328,134,1.1,4.91
7509321,"Lively Wicker Park 2br, Steps to Damen Blue Line",41.911473,-87.676601,West Town,Entire home/apt,69.0,302,359,2.91,4.84
7564825,Logan Square 3 bedrms with parking,41.92484,-87.72377,Logan Square,Entire home/apt,215.0,30,155,1.26,4.77
7572706,Wrigleyville Greystone,41.94351176522624,-87.66003209,Lake View,Entire home/apt,299.0,297,201,1.63,4.95
7573465,Judy's Portage Park Bungalow Queen Bed,41.96564474689193,-87.75422438,Portage Park,Private room,91.0,352,100,0.81,4.97
7575577,Judy's Portage Park Bungalow w/Daybed,41.96512,-87.75233,Portage Park,Private room,81.0,345,51,0.41,4.98
7582520,"Cozy, Quiet, Garden Getaway!",41.95931,-87.69237,North Center,Entire home/apt,108.0,324,486,3.97,4.92
7602989,Downtown Lakeview Penthouse w/ private balcony 04,41.94019,-87.65235,Lake View,Entire home/apt,182.0,320,538,4.39,4.79
